,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
5,Qadim the Peerless CM,TRUE,245,DARKstrider.7804,0,22.974,99.151,97.273,87.059,27.475,0.308,0,0,0,0,95746,1,1,0,2,leftover/trash/whatever,DPS,
8,Qadim the Peerless CM,TRUE,245,Sashyca.8172,0,12.167,97.484,73.53,75.724,22.144,0.482,0,0,0,0,271288,2,8,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,245,SwyDie.5693,0,10.001,89.787,73.46,70.997,12.041,0.291,0,0,0,0,109936,0,6,0,2,leftover/trash/whatever,DPS,
1,Cardinal Adina CM,TRUE,277,AlnSedai.2793,9509,23.611,99.61,96.197,95.793,91.67,0.067,10.925,0,0,0.18,193746,0,0,91.8580375782881,2,leftover/trash/whatever,DPS,
2,Cardinal Adina CM,TRUE,277,KingHenne.9837,14166,23.196,99.049,97.146,97.103,93.958,0,11.904,0,0,0.623,220919,0,1,88.4882108183079,0,dps,DPS,
3,Cardinal Adina CM,TRUE,277,MORTthroughLIFE.9284,12542,23.293,96.949,96.409,97.505,96.052,0,11.197,0,0,1.265,244034,0,1,89.0769230769231,2,leftover/trash/whatever,DPS,
5,Cardinal Adina CM,TRUE,277,Sashyca.8172,9220,23.705,98.414,78.543,87.436,94.575,3.485,0,0,0,0,156847,0,2,95.7854406130268,2,leftover/trash/whatever,DPS,
7,Cardinal Adina CM,TRUE,277,DARKstrider.7804,10706,24.045,99.049,96.802,94.727,94.698,0,17.725,0,0,0,177374,0,1,87.5502008032128,2,leftover/trash/whatever,DPS,Tank
9,Cardinal Adina CM,TRUE,277,SwyDie.5693,12860,24.014,98.867,89.731,90.976,96.877,2.85,0,0,0,0.255,166609,0,1,97.6744186046512,2,leftover/trash/whatever,DPS,
1,Cardinal Sabir CM,TRUE,249,KingHenne.9837,23466,23.427,99.547,96.595,95.519,96.442,0,17.464,0,0,0.817,237234,0,3,84.3850267379679,0,dps,DPS,
3,Cardinal Sabir CM,TRUE,249,MORTthroughLIFE.9284,18849,23.382,99.547,97.029,98.477,97.558,0,9.767,0,0,0.205,228188,0,4,90.318772136954,0,dps,DPS,
4,Cardinal Sabir CM,TRUE,249,AlnSedai.2793,14691,22.663,99.547,95.162,97.205,92.106,0.258,17.273,0,0,0.602,207197,1,3,84.3490304709141,0,dps,DPS,
6,Cardinal Sabir CM,TRUE,249,Sashyca.8172,15645,24.37,99.577,73.859,98.993,99.077,1.716,0,0,0,0,236986,0,3,80.4651162790698,0,dps,DPS,
7,Cardinal Sabir CM,TRUE,249,DARKstrider.7804,17034,24.727,99.076,99.431,99.076,99.076,0.378,0,0,0,0,226301,0,4,81.651376146789,0,dps,DPS,
9,Cardinal Sabir CM,TRUE,249,SwyDie.5693,17717,24.761,99.222,79.995,99.075,99.075,3.285,0,0,0,0,222088,0,7,84.0546697038724,0,dps,DPS,
0,Vale Guardian,FALSE,167,MORTthroughLIFE.9284,16874,24.244,98.778,97.366,98.016,98.878,0,0,0,0,0.99,145813,0,0,80.952380952381,0,dps,DPS,
1,Vale Guardian,FALSE,167,Nopiki.8352,18870,23.701,98.898,91.833,98.016,98.898,0.183,0,0,0,0,154283,0,0,82.8070175438596,0,dps,DPS,
3,Vale Guardian,FALSE,167,AlnSedai.2793,12079,24.039,98.778,98.779,98.016,98.878,5.909,0,0,0,0,162809,0,0,71.5189873417721,2,leftover/trash/whatever,DPS,
5,Vale Guardian,FALSE,167,Sniperius.5623,22367,24.507,98.998,99.817,97.749,99.484,0,0,0,0,0,153394,0,0,82.5503355704698,0,dps,dps,
7,Vale Guardian,FALSE,167,Dova.4213,14753,24.518,98.998,99.816,97.749,94.389,0.012,12.596,0,0,0.255,138614,2,0,89.344262295082,0,dps,DPS,
9,Vale Guardian,FALSE,167,randburst.2187,18906,24.462,98.998,99.306,97.749,98.878,0.021,0,0,0,3.341,137140,0,0,83.1683168316832,0,dps,DPS,
0,Gorseval the Multifarious,FALSE,151,MORTthroughLIFE.9284,18442,23.349,99.396,97.869,98.786,98.74,0,0,0,0,0.174,85433,0,0,95.4356846473029,0,dps,DPS,
1,Gorseval the Multifarious,FALSE,151,Nopiki.8352,19355,20.36,99.455,92.067,98.785,99.56,0.254,0,0,0,0,100149,0,0,93.4725848563969,0,dps,DPS,
3,Gorseval the Multifarious,FALSE,151,AlnSedai.2793,14345,22.197,99.396,98.524,98.786,99.56,0,0,0,0,0.463,114679,0,8,87.5706214689266,0,dps,DPS,
6,Gorseval the Multifarious,FALSE,151,Dova.4213,18358,24.44,99.193,99.639,96.933,99.899,0.241,24.443,0,0,0.339,94824,0,25,82.8402366863905,0,dps,DPS,
8,Gorseval the Multifarious,FALSE,151,Sniperius.5623,23711,24.441,99.396,99.639,96.933,99.899,0,0,0,0,0,77821,0,8,97.4025974025974,0,dps,dps,
9,Gorseval the Multifarious,FALSE,151,randburst.2187,19862,24.505,99.478,99.639,96.933,99.899,0.256,0,0,0,0,76643,0,19,96,0,dps,DPS,
0,Sabetha the Saboteur,FALSE,221,Nopiki.8352,19273,23.911,98.758,99.471,92.97,95.487,0.095,0,0,0,0,248177,0,0,68.1818181818182,0,dps,DPS,
2,Sabetha the Saboteur,FALSE,221,AlnSedai.2793,18802,24.423,98.943,99.471,93.823,98.595,4.267,0,0,0,0.478,301551,0,34,70.414201183432,0,dps,DPS,
3,Sabetha the Saboteur,FALSE,221,MORTthroughLIFE.9284,20743,24.206,98.944,99.471,94.727,98.595,2.85,0,0,0,0.109,290245,0,74,78.9237668161435,0,dps,DPS,
7,Sabetha the Saboteur,FALSE,221,Sniperius.5623,24261,24.693,99.462,99.394,98.688,97.949,1.073,0,0,0,0,236365,1,2,75.1592356687898,0,dps,dps,
8,Sabetha the Saboteur,FALSE,221,Dova.4213,17970,24.649,99.462,99.394,98.943,97.238,3.014,0,0,0,0,184278,1,44,81.390134529148,0,dps,DPS,
9,Sabetha the Saboteur,FALSE,221,randburst.2187,20253,24.683,99.462,99.394,98.688,98.851,0,0,0,0,0,269173,0,6,73.4491315136476,0,dps,DPS,Tank
1,Slothasor,FALSE,137,Nopiki.8352,21375,23.244,98.496,93.641,98.005,98.461,0.336,0,0,0,0,85261,0,0,90.0237529691211,0,dps,DPS,
3,Slothasor,FALSE,137,AlnSedai.2793,19293,23.562,98.496,92.106,98.005,98.763,0,0,0,0,2.113,80685,0,8,98.4848484848485,0,dps,DPS,
4,Slothasor,FALSE,137,MORTthroughLIFE.9284,13898,22.858,98.496,83.118,98.005,96.635,0,14.016,0,0,0.363,115301,1,8,89.6946564885496,0,dps,DPS,
5,Slothasor,FALSE,137,Dova.4213,10311,20.239,79.778,64.615,72.156,71.715,0.04,8.026,0,0,0,90597,0,33,78.125,2,leftover/trash/whatever,DPS,
8,Slothasor,FALSE,137,Sniperius.5623,24116,24.195,98.496,90.898,97.331,98.404,0.64,18.011,0,0,0,88783,0,5,92.7385892116183,0,dps,dps,
9,Slothasor,FALSE,137,randburst.2187,23184,24.239,98.496,98.742,97.403,98.763,0,0,0,0,0.573,130431,0,2,83.6158192090396,0,dps,DPS,
0,Matthias Gabrel,FALSE,173,AlnSedai.2793,21775,24.467,98.93,89.019,99.027,92.059,3.532,0,0,0,0,210772,1,16,79.7427652733119,0,dps,DPS,
1,Matthias Gabrel,FALSE,173,Nopiki.8352,18001,23.274,94.78,50.231,96.214,81.248,0,18.066,0,0,0.025,164322,2,4,81.9078947368421,0,dps,DPS,
2,Matthias Gabrel,FALSE,173,MORTthroughLIFE.9284,18396,24.276,98.874,76.688,98.973,77.772,2.35,0,0,0,0.399,128560,2,30,80,0,dps,DPS,
6,Matthias Gabrel,FALSE,173,Sniperius.5623,23805,24.447,99.71,75.606,91.652,93.118,2.792,0,0,0,0,133393,1,24,84.4036697247706,0,dps,dps,
9,Matthias Gabrel,FALSE,173,randburst.2187,24511,24.567,99.187,97.453,97.475,97.618,0.077,0,0,0,0.287,155232,0,2,77.7777777777778,0,dps,DPS,
0,Keep Construct CM,TRUE,364,AlnSedai.2793,19327,22.021,98.228,92.282,97.111,90.145,0,0,0,0,1.623,334159,0,0,95.0196592398427,0,dps,DPS,
1,Keep Construct CM,TRUE,364,Bris.7984,9520,17.867,87.247,65.42,88.718,80.898,0,0,0,0,0.141,313969,0,12,90.3571428571429,2,leftover/trash/whatever,DPS,
4,Keep Construct CM,TRUE,364,KingHenne.9837,21246,20.296,97.847,84.732,96.571,91.032,0,0,0,0,0.05,302408,1,0,88.9526542324247,0,dps,DPS,
7,Keep Construct CM,TRUE,364,Dova.4213,17218,23.149,99.389,87.775,86.172,91.598,0.141,6.699,0,0,2.924,289424,0,85,80.6936416184971,0,dps,DPS,
8,Keep Construct CM,TRUE,364,DARKstrider.7804,20542,23.467,99.123,94.637,84.902,89.077,0,16.745,0,0,0,236376,0,7,94.5409429280397,0,dps,DPS,
9,Keep Construct CM,TRUE,364,Asgaard.1738,21885,23.42,98.157,89.943,92.258,85.052,0.618,0,0,0,0,298535,0,0,86.6388308977036,0,dps,DPS,
0,Xera,FALSE,306,AlnSedai.2793,63,14.841,87.157,55.092,91.118,80.882,0,0,0,0,3.323,55555,0,20,100,2,leftover/trash/whatever,DPS,
2,Xera,FALSE,306,Nopiki.8352,0,16.629,95.548,59.401,83.958,87.365,0.15,0,0,0,0,109770,0,0,0,2,leftover/trash/whatever,DPS,Tank
3,Xera,FALSE,306,MORTthroughLIFE.9284,93,17.321,93.643,61.898,90.436,93.014,0,0,0,0,3.792,97345,0,15,100,2,leftover/trash/whatever,DPS,
6,Xera,FALSE,306,randburst.2187,0,24.306,98.791,99.889,92.39,85.504,0,0,0,0,2.845,101854,0,12,0,2,leftover/trash/whatever,DPS,
7,Xera,FALSE,306,Dova.4213,0,24.354,98.791,99.889,82.059,85.996,0.136,9.565,0,0,0,106866,0,91,0,2,leftover/trash/whatever,DPS,
8,Xera,FALSE,306,Sniperius.5623,28,24.214,98.791,99.889,81.45,88.86,1.154,0,0,0,0,108105,0,2,100,2,leftover/trash/whatever,DPS,
0,Cairn CM,TRUE,171,faight.3264,0,17.136,85.734,,74.352,96.337,0,0,0,0,0,8701,0,0,0,2,leftover/trash/whatever,Boon DPS,
1,Cairn CM,TRUE,171,AlnSedai.2793,4170,18.372,99.906,4.194,95.396,98.032,1.962,0,0,0,0,66543,0,0,91.0714285714286,2,leftover/trash/whatever,DPS,
3,Cairn CM,TRUE,171,Nopiki.8352,21562,23.06,100.013,22.321,99.742,72.255,0,19.33,0,0,0,152450,2,0,59.1800356506239,0,dps,DPS,
4,Cairn CM,TRUE,171,MORTthroughLIFE.9284,18274,22.924,100.013,13.129,99.154,85.296,0,22.173,0,0,0,113710,1,0,73.7060041407868,0,dps,DPS,
6,Cairn CM,TRUE,171,Dova.4213,15142,24.812,99.911,51.209,99.732,77.435,2.26,0,0,0,0,107989,3,0,81.25,0,dps,DPS,
7,Cairn CM,TRUE,171,Sniperius.5623,29206,24.187,99.911,55.142,99.722,88.958,2.153,0,0,0,0,103852,0,1,70.7808564231738,0,dps,dps,Tank
9,Cairn CM,TRUE,171,randburst.2187,11118,24.784,99.598,82.369,99.136,99.136,0,8.558,0,0,0,50803,0,0,92.5806451612903,2,leftover/trash/whatever,DPS,
1,Mursaat Overseer CM,TRUE,126,MORTthroughLIFE.9284,31852,23.845,99.116,98.879,97.399,86.969,0,13.005,0,0,2.464,125559,0,2,73.0769230769231,0,dps,DPS,
2,Mursaat Overseer CM,TRUE,126,AlnSedai.2793,28202,22.279,99.116,98.879,97.399,79.133,6.121,0,0,0,0,110269,0,1,55.1369863013699,0,dps,DPS,
3,Mursaat Overseer CM,TRUE,126,Nopiki.8352,33672,23.488,99.116,98.879,91.703,58.449,0,26.194,0,0,1.839,122002,0,2,72.0694645441389,0,dps,DPS,
5,Mursaat Overseer CM,TRUE,126,Dova.4213,23141,24.571,99.238,97.988,97.988,97.988,2.659,0,0,0,0,86261,0,3,93.9297124600639,0,dps,DPS,
6,Mursaat Overseer CM,TRUE,126,Sniperius.5623,37231,24.919,99.678,99.679,99.678,99.679,1.569,0,0,0,0,94065,0,0,82.3691460055096,0,dps,dps,
8,Mursaat Overseer CM,TRUE,126,randburst.2187,30172,24.641,99.238,97.987,97.987,97.987,0,17.697,0,0,0,94976,0,1,88.1064162754304,0,dps,DPS,
0,Samarog CM,TRUE,408,MORTthroughLIFE.9284,14142,23.499,99.46,88.298,99.134,91.439,0,0,0,0,15.938,279247,1,2,90.0462962962963,0,dps,DPS,
1,Samarog CM,TRUE,408,AlnSedai.2793,13016,21.454,99.46,83.583,99.134,95.772,1.174,0,0,0,1.091,338363,1,0,88.3673469387755,2,leftover/trash/whatever,DPS,
3,Samarog CM,TRUE,408,Nopiki.8352,6605,21.39,98.795,61.326,98.096,96.046,0,9.667,0,0,0.654,154887,0,1,96.6367713004484,2,leftover/trash/whatever,DPS,Tank
5,Samarog CM,TRUE,408,Sniperius.5623,20198,24.286,99.165,99.261,97.348,99.705,0.275,0,0,0,5.918,270767,0,0,83.5427135678392,0,dps,dps,
8,Samarog CM,TRUE,408,Dova.4213,13187,23.937,99.148,99.865,94.951,92.852,0.445,10.593,0,0,0.337,253414,4,1,89.0715667311412,0,dps,DPS,
9,Samarog CM,TRUE,408,randburst.2187,13291,23.171,99.165,93.398,89.919,89.413,0,18.114,0,0,0.248,276913,1,0,84.3339587242026,0,dps,DPS,
0,Deimos CM,TRUE,345,MORTthroughLIFE.9284,0,22.033,99.116,94.611,97.082,91.237,0,13.244,0,0,1.338,191828,0,0,0,2,leftover/trash/whatever,DPS,
2,Deimos CM,TRUE,345,AlnSedai.2793,6,22.412,99.398,96.299,97.311,91.932,3.448,0,0,0,1.793,179736,0,1,100,2,leftover/trash/whatever,DPS,
3,Deimos CM,TRUE,345,Nopiki.8352,0,21.647,99.178,73.657,96.119,91.564,0,9.607,0,0,1.835,199295,0,0,0,2,leftover/trash/whatever,DPS,
5,Deimos CM,TRUE,345,Sniperius.5623,0,10.718,99.787,19.173,12.127,94.227,0.523,5.703,0,0,16.213,378259,0,0,0,2,leftover/trash/whatever,DPS,
8,Deimos CM,TRUE,345,Dova.4213,0,23.622,99.787,94.32,94.638,91.806,0,13.112,0,0,0.029,220593,0,0,0,2,leftover/trash/whatever,DPS,
9,Deimos CM,TRUE,345,randburst.2187,168,20.567,98.301,76.456,80.94,80.935,0,7.149,0,0,0,258187,1,1,100,2,leftover/trash/whatever,DPS,
10,Deimos CM,TRUE,345,Shackled Prisoner,0,,,,,,0,0,0,0,0,206950,0,0,0,2,leftover/trash/whatever,Heal,Tank
11,Deimos CM,TRUE,345,Saul D'Alessio,0,2.455,45.755,26.011,,28.522,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,Heal,
0,Qadim CM,TRUE,429,KingHenne.9837,5709,19.897,100,79.375,85.968,67.953,0.054,13.407,0,0,2.918,179263,0,1,90.7542579075426,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,429,Alecssu.1035,2598,23.749,99.957,99.957,99.957,89.143,0,0,0,0,0,107490,1,0,91.4141414141414,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,429,mhnx.3678,7574,21.704,98.26,93.554,83.228,81.308,1.156,10.295,0,0,1.038,229830,1,2,90.6565656565657,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,429,Hea.8675,7546,24.129,100,99.737,73.26,80.035,0.73,0,0,0,0.171,152734,0,1,92.8571428571429,2,leftover/trash/whatever,DPS,
8,Qadim CM,TRUE,429,Sniperius.5623,9779,22.846,90.837,96.365,68.512,64.214,0,0,0,0,0.038,135470,0,0,85.2670349907919,2,leftover/trash/whatever,DPS,
0,Qadim CM,TRUE,103,KingHenne.9837,6382,22.603,99.917,90.422,99.917,91.58,0,6.963,0,0,0,55175,0,1,90.1639344262295,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,103,Alecssu.1035,9339,22.424,99.976,99.975,98.595,99.976,0,0,0,0,0,45755,0,0,100,2,leftover/trash/whatever,DPS,
3,Qadim CM,TRUE,103,mhnx.3678,10939,24.579,99.931,99.93,99.93,99.931,0.843,9.275,0,0,0,81863,0,12,87.7862595419847,2,leftover/trash/whatever,DPS,
6,Qadim CM,TRUE,103,Dova.4213,4412,15.309,64.558,46.132,44.054,60.315,0,0.294,0,0,0,36963,0,1,96.4285714285714,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,103,Hea.8675,7282,24.973,99.895,99.893,72.454,94.912,0.389,0,0,0,0,41374,1,0,97.0149253731343,2,leftover/trash/whatever,DPS,Tank
8,Qadim CM,TRUE,103,Sniperius.5623,9579,20.344,81.991,75.991,51.559,60.97,0,0,0,0,0,28007,0,0,100,2,leftover/trash/whatever,DPS,
0,Qadim CM,TRUE,67,KingHenne.9837,0,24.955,99.82,99.82,99.82,78.854,0,11.023,0,0,0,16895,0,2,0,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,67,Alecssu.1035,0,24.723,99.79,99.79,99.79,99.79,0,0,0,0,0,12366,0,0,0,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,67,mhnx.3678,0,24.124,99.889,99.889,99.887,80.304,0.346,5.642,0,0,0,22613,0,2,0,2,leftover/trash/whatever,DPS,
6,Qadim CM,TRUE,67,Dova.4213,0,7.018,29.884,3.242,,44.769,0,0,0,0,0,19495,0,0,0,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,67,Hea.8675,0,24.961,99.849,99.846,86.052,99.847,0.316,0,0,0,0,11840,0,0,0,2,leftover/trash/whatever,DPS,
8,Qadim CM,TRUE,67,Sniperius.5623,0,17.066,64.643,58.894,37.34,35.636,0,0,0,0,0,20364,0,0,50,2,leftover/trash/whatever,DPS,
1,Twin Largos CM,TRUE,288,mhnx.3678,10979,22.552,99.613,71.88,97.315,76.999,3.913,0,0,0,0.045,292484,1,11,76.1261261261261,2,leftover/trash/whatever,DPS,
2,Twin Largos CM,TRUE,288,KingHenne.9837,13592,23.319,99.613,72.772,90.491,76.876,0,19.269,0,0,1.749,266576,0,24,83.3541927409262,0,dps,DPS,
3,Twin Largos CM,TRUE,288,Alecssu.1035,7744,23.601,99.613,85.178,97.972,84.954,0,0,0,0,0.198,266620,0,14,66.7711598746081,2,leftover/trash/whatever,DPS,Tank
7,Twin Largos CM,TRUE,288,Dova.4213,4190,24.552,94.445,99.48,91.802,95.006,3.083,0,0,0,0,282024,0,9,91.7910447761194,2,leftover/trash/whatever,DPS,
9,Twin Largos CM,TRUE,288,Hea.8675,8031,24.368,96.052,99.479,96.606,98.561,0.63,0,0,0,0.347,289524,0,5,88.6904761904762,2,leftover/trash/whatever,DPS,
1,Conjured Amalgamate CM,TRUE,178,Alecssu.1035,22488,24.671,100,98.391,100,87.065,0,0,0,0,2.318,69137,0,0,87.7777777777778,0,dps,DPS,
3,Conjured Amalgamate CM,TRUE,178,mhnx.3678,27650,24.282,100,98.391,100,87.877,0.787,17.97,0,0,1.752,68528,0,0,93.3579335793358,0,dps,DPS,
4,Conjured Amalgamate CM,TRUE,178,KingHenne.9837,30185,23.952,100,98.391,100,93.053,0.073,0,0,0,0.896,64094,0,0,91.3978494623656,0,dps,DPS,
6,Conjured Amalgamate CM,TRUE,178,Sniperius.5623,28440,24.605,100,100,98.459,98.898,0.098,0,0,0,4.599,32637,0,0,91.875,0,dps,dps,
7,Conjured Amalgamate CM,TRUE,178,Dova.4213,25289,24.564,99.996,100,98.459,98.898,0.237,12.98,0,0,0,46558,0,1,98.8636363636364,0,dps,DPS,
8,Conjured Amalgamate CM,TRUE,178,Hea.8675,24941,24.564,99.996,100,98.459,98.897,0.799,0,0,0,0,53459,0,0,85.3658536585366,0,dps,DPS,
10,Conjured Amalgamate CM,TRUE,178,Conjured Sword,18079,,,,,,0,0,0,0,0,0,0,0,100,0,dps,Heal,
1,Dhuum,FALSE,345,mhnx.3678,14867,16.985,81.929,69.325,76.966,82.172,2.114,0,0,0,0.289,280878,1,0,90.4238618524333,0,dps,DPS,Tank
2,Dhuum,FALSE,345,KingHenne.9837,14923,20.732,98.517,79.84,87.118,74.872,0,8.939,0,0,0.435,315204,1,0,84.7517730496454,0,dps,DPS,
4,Dhuum,FALSE,345,Alecssu.1035,10428,20.365,92.452,78.854,86.591,93.144,0,0,0,0,4.633,257101,1,0,96.2809917355372,2,leftover/trash/whatever,DPS,
5,Dhuum,FALSE,345,Sniperius.5623,16647,18.718,87.276,83.055,63.623,83.777,1.288,0,0,0,0,255535,1,0,85.9574468085106,0,dps,dps,
6,Dhuum,FALSE,345,Hea.8675,14573,19.886,93.469,75.914,59.036,89.826,1.85,0,0,0,1.491,417506,1,7,67.8571428571429,0,dps,DPS,
8,Dhuum,FALSE,345,Dova.4213,0,16.604,83.043,49.136,26.421,71.085,0.25,0,0,0,0.434,102281,1,0,0,2,leftover/trash/whatever,DPS,
0,Soulless Horror CM,TRUE,179,KingHenne.9837,33763,24.256,96.632,86.441,94.843,93.836,0,24.752,0,0,3.919,170363,0,17,95.6474428726877,0,dps,DPS,
1,Soulless Horror CM,TRUE,179,Alecssu.1035,26119,22.758,95.247,85.715,90.634,95.376,3.126,0.802,0,0,4.311,159562,0,32,98.2683982683983,0,dps,DPS,
2,Soulless Horror CM,TRUE,179,mhnx.3678,13975,24.307,98.14,99.048,96.38,96.891,1.133,0,0,0,0,58035,0,5,98.6111111111111,0,dps,DPS,
5,Soulless Horror CM,TRUE,179,Hea.8675,29873,24.608,98.433,98.433,99.008,98.948,2.689,0,0,0,1.259,180537,0,43,93.8775510204082,0,dps,DPS,
6,Soulless Horror CM,TRUE,179,Sniperius.5623,36284,24.791,99.11,99.11,99.11,96.599,1.635,0,0,0,0,150818,1,6,90.2152641878669,0,dps,dps,Tank
7,Soulless Horror CM,TRUE,179,Dova.4213,27016,23.859,99.201,98.333,96.935,98.19,2.4,0,0,0,0.184,191985,0,14,90.5701754385965,0,dps,DPS,
1,Qadim the Peerless CM,TRUE,346,KingHenne.9837,26393,22.544,97.792,82.327,81.566,94.464,0,13.555,0,0,0.223,106270,0,16,93.4090909090909,0,dps,DPS,
3,Qadim the Peerless CM,TRUE,346,Alecssu.1035,19196,22.662,99.609,86.824,84.323,92.4,2.186,0,0,0,0,133300,0,31,92.3875432525952,0,dps,DPS,
4,Qadim the Peerless CM,TRUE,346,mhnx.3678,25292,23.07,97.458,86.882,85.265,96.362,1.051,14.543,0,0,0,85997,0,5,96.4964964964965,0,dps,DPS,
5,Qadim the Peerless CM,TRUE,346,Hea.8675,13259,13.75,81.434,56.646,58.815,43.599,0.129,0,0,0,0,194715,0,8,88.4318766066838,0,dps,DPS,
8,Qadim the Peerless CM,TRUE,346,Dova.4213,14054,22.467,99.192,88.883,76.082,96.392,0,2.547,0,0,0,171494,0,0,96.3440860215054,0,dps,DPS,Tank
9,Qadim the Peerless CM,TRUE,346,Sniperius.5623,19493,16.576,95.128,82.996,69.308,38.35,0.39,0,0,0,0,272380,0,25,80.5890227576974,0,dps,dps,
0,Qadim the Peerless CM,TRUE,307,Alecssu.1035,0,23.102,96.504,85.497,86.316,93.183,2.287,0,0,0,0,115130,0,17,100,2,leftover/trash/whatever,DPS,
1,Qadim the Peerless CM,TRUE,307,KingHenne.9837,0,22.955,97.29,87.368,84.809,93.022,0,14.426,0,0,1.123,144770,0,15,100,2,leftover/trash/whatever,DPS,
4,Qadim the Peerless CM,TRUE,307,mhnx.3678,0,23.813,98.533,94.343,86.726,94.624,0.39,12.571,0,0,0,71863,0,5,0,2,leftover/trash/whatever,DPS,
5,Qadim the Peerless CM,TRUE,307,Hea.8675,0,16.384,94.114,76.259,70.498,43.962,0.415,0,0,0,0.183,224170,0,26,100,2,leftover/trash/whatever,DPS,
8,Qadim the Peerless CM,TRUE,307,Dova.4213,0,18.463,90.958,79.329,67.1,82.79,0,1.727,0,0,0,177418,0,0,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,307,Sniperius.5623,0,16.671,91.399,80.055,72.722,36.726,0.356,0,0,0,0,236472,0,42,100,2,leftover/trash/whatever,DPS,
0,Qadim the Peerless CM,TRUE,23,Alecssu.1035,0,16.695,96.427,60.073,62.874,57.275,3.048,0,0,0,0,11253,0,0,0,2,leftover/trash/whatever,DPS,
3,Qadim the Peerless CM,TRUE,23,KingHenne.9837,0,14.881,71.557,54.753,48.136,51.586,0,5.028,0,0,0,11588,0,0,0,2,leftover/trash/whatever,DPS,
4,Qadim the Peerless CM,TRUE,23,mhnx.3678,0,14.706,88.046,57,60.002,54.007,0.114,0,0,0,0,2598,0,0,0,2,leftover/trash/whatever,DPS,
5,Qadim the Peerless CM,TRUE,23,Hea.8675,0,11.621,95.321,76.508,76.502,,0.122,0,0,0,0,11044,0,1,0,2,leftover/trash/whatever,DPS,
8,Qadim the Peerless CM,TRUE,23,Dova.4213,0,15.926,89.074,82.449,82.449,15.161,0,0,0,0,0,13461,0,0,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,23,Sniperius.5623,0,6.721,72.594,68.157,68.157,,0,0,0,0,0,7957,0,3,0,2,leftover/trash/whatever,DPS,
0,Cardinal Adina CM,TRUE,293,Alecssu.1035,10651,20.03,97.362,63.305,76.253,82.338,3.122,0,0,0,1.851,228131,1,1,80.0595238095238,2,leftover/trash/whatever,DPS,Shields
3,Cardinal Adina CM,TRUE,293,KingHenne.9837,3288,19.372,90.553,75.126,58.849,90.553,0,2.433,0,0,0,59755,0,0,87.3096446700508,2,leftover/trash/whatever,DPS,
4,Cardinal Adina CM,TRUE,293,mhnx.3678,13036,21.766,99.669,80.323,83.788,80.383,2.106,14.068,0,0,0.244,220020,0,1,77.2151898734177,2,leftover/trash/whatever,DPS,
5,Cardinal Adina CM,TRUE,293,Dova.4213,11989,24.019,97.677,97.309,96.129,97.634,0.008,12.093,0,0,0,178759,0,13,83.4378920953576,2,leftover/trash/whatever,DPS,
6,Cardinal Adina CM,TRUE,293,Hea.8675,12863,24.06,97.634,97.643,93.563,96.472,0.006,0,0,0,0,195094,1,2,94.1373534338358,2,leftover/trash/whatever,DPS,
9,Cardinal Adina CM,TRUE,293,Sniperius.5623,16736,24.278,99.684,99.009,97.318,97.634,0,0,0,0,0.473,166043,0,0,93.7833037300178,0,dps,dps,
2,Cardinal Adina CM,TRUE,331,KingHenne.9837,12626,20.906,98.174,62.434,94.096,85.026,0,8.738,0,0,2.825,388163,3,4,85.7734806629834,2,leftover/trash/whatever,DPS,
3,Cardinal Adina CM,TRUE,331,Alecssu.1035,2168,22.043,99.622,56.686,83.009,78.138,0.576,0,0,0,0,15846,0,0,100,2,leftover/trash/whatever,DPS,
4,Cardinal Adina CM,TRUE,331,mhnx.3678,9223,20.572,99.918,69.319,97.041,90.452,0.419,4.285,0,0,0,131562,1,4,93.4343434343434,2,leftover/trash/whatever,DPS,
5,Cardinal Adina CM,TRUE,331,Hea.8675,13316,24.185,98.101,89.613,96.672,95.643,2.261,0,0,0,0,242177,2,2,83.2946635730858,0,dps,DPS,Tank
8,Cardinal Adina CM,TRUE,331,Sniperius.5623,13378,23.91,99.99,89.337,97.581,94.448,0,0,0,0,0.301,247380,1,1,88.7128712871287,0,dps,dps,
9,Cardinal Adina CM,TRUE,331,Dova.4213,10482,24.492,99.97,92.096,97.509,97.326,0.129,15.212,0,0,0,209049,0,9,76.2028608582575,2,leftover/trash/whatever,DPS,
1,Cardinal Adina CM,TRUE,11,faight.3264,3572,,27.08,31.599,17.327,17.58,0,6.972,0,0,0,5055,0,0,6.66666666666667,2,leftover/trash/whatever,Boon DPS,
